permno,io_persist,me_mean,log_me_mean,iv_mean,mom_mean,ret_mean,tercile,siccd,nm,state,me_mean_M,sic_div,me_q
10860,0.6330156324948905,512.7112094444444,6.095272852939634,0.13861658122712742,0.15512898188320567,0.01621306761111111,3,2835,180,US-PA,0.5127112094444444,Manufacturing,Q3
10866,0.5143861709274035,886.048698611111,6.6757765722206,-0.04253748525449441,0.12132132654463403,0.02132406666666667,2,3149,180,US-MO,0.886048698611111,Manufacturing,Q4
10874,0.6979264017063845,4064.605172833333,8.13748620889559,-0.40673681762705155,0.23311586631289252,0.02786741666666667,3,3519,180,US-IL,4.064605172833333,Manufacturing,Q5 mega
10886,0.3562157363527269,56.481847972222226,3.737404062655436,0.838312672149907,-0.08501796588299045,0.01137338794444444,2,2273,180,US-GA,0.05648184797222223,Manufacturing,Q1 micro
10890,0.6465599084346635,857.2628448888889,6.637891179526482,0.06823410648697982,-0.2196325769385832,0.018067540333333333,3,7373,180,US-PA,0.8572628448888889,Services,Q4
10892,0.6188838346909643,1236.1512036666668,6.797579811551426,-0.5333177066310787,0.08572979929365204,0.011327877777777778,3,6020,180,US-DE,1.2361512036666669,FIRE,Q4
10901,0.31882174926549267,211.05628969994444,5.201722347975817,-0.3921917928298778,0.19626600888793783,0.014012161111111112,1,6360,180,US-NC,0.21105628969994444,FIRE,Q2
10909,0.5673500036678385,17318.76713035466,9.659235767858576,-0.7110243693304786,0.18793904278397214,0.016976484472049688,2,7373,161,US-MO,17.318767130354658,Services,Q5 mega
10913,0.2599557101612375,157.3477696878261,4.826444500857213,-0.14357626072885948,0.3210188938195389,0.01532332826086957,1,6020,115,US-KY,0.1573477696878261,FIRE,Q2
10932,0.6588567253565089,3754.4209473333335,8.017732472457897,-0.5297104301788379,0.08444214016806359,0.01839784038888889,3,6021,180,US-CT,3.7544209473333336,FIRE,Q5 mega
10933,0.5931227257299277,11016.220405827833,9.136824189623573,-0.8368976096368685,0.09016649914121337,0.010116283333333333,2,6331,180,US-VA,11.016220405827832,FIRE,Q5 mega
10942,0.24333014163749947,1004.8955125,6.882542997683861,-0.35283357445986885,-0.5568690208813212,0.07217875,1,3661,4,US-NY,1.0048955125,Manufacturing,Q4
